Room_Area,Room_Height,Room_Volume,Occupancy,Outdoor_Temperature,Window_Area,Equipment_Load,Insulation_Level,Sun_Exposure,AC_Capacity_Ton
49,3.0,147.0,4,33,8.3,0.7,3,1,1.5
77,3.8,292.6,8,38,10.6,1.3,2,2,3.0
36,4.1,147.6,4,28,6.6,0.4,5,1,1.0
57,3.0,171.0,4,32,11.1,0.4,5,1,1.5
42,3.4,142.8,4,39,4.6,0.6,3,3,1.5
32,3.6,115.2,3,41,5.2,0.4,4,2,1.0
46,3.8,174.8,5,35,4.7,0.7,4,2,1.5
83,3.2,265.6,8,32,11.0,1.4,3,2,2.5
68,3.6,244.8,5,31,8.7,0.8,2,3,2.5
48,4.1,196.8,5,37,9.5,0.8,3,3,2.0
45,3.3,148.5,5,32,5.8,0.7,4,2,1.5
18,3.6,64.8,2,29,3.1,0.3,4,1,1.0
28,3.7,103.6,2,33,2.9,0.3,2,3,1.0
29,4.0,116.0,2,38,5.6,0.3,2,1,1.0
74,3.2,236.8,6,43,8.4,1.0,4,1,2.5
34,4.0,136.0,2,32,3.7,0.3,5,1,1.0
34,3.7,125.8,2,41,6.6,0.2,3,2,1.5
63,3.8,239.4,5,38,6.8,0.7,1,2,2.5
82,2.9,237.8,7,42,12.6,1.1,3,2,2.5
32,3.3,105.6,3,35,5.4,0.3,5,3,1.0
38,3.0,114.0,3,44,5.8,0.3,3,3,1.5
41,3.6,147.6,4,29,6.7,0.6,4,1,1.5
47,4.0,188.0,4,40,7.0,0.7,2,1,2.0
78,3.4,265.2,9,42,11.6,1.1,1,1,3.0
39,3.1,120.9,3,29,5.5,0.6,3,3,1.5
83,3.2,265.6,7,41,12.8,1.0,2,1,2.5
32,3.6,115.2,2,42,3.5,0.3,1,2,1.5
59,3.9,230.1,3,33,8.1,0.3,1,1,2.0
34,3.8,129.2,2,38,4.9,0.3,4,3,1.5
49,4.1,200.9,3,34,7.2,0.6,4,1,1.5
20,4.0,80.0,2,34,2.9,0.4,1,3,1.0
89,2.9,258.1,7,30,14.5,1.0,2,2,2.5
23,3.8,87.4,3,37,3.3,0.4,1,2,1.0
66,3.4,224.4,6,37,11.3,0.9,4,2,2.5
42,3.3,138.6,3,45,8.3,0.5,5,3,1.5
33,3.5,115.5,3,38,5.2,0.4,2,1,1.0
99,3.9,386.1,8,32,18.4,1.5,1,3,3.5
77,3.4,261.8,7,33,12.9,1.3,5,2,2.5
21,3.9,81.9,2,31,2.5,0.3,3,3,1.0
51,3.5,178.5,3,41,5.9,0.5,3,3,2.0
50,2.9,145.0,5,32,8.0,0.9,5,2,1.5
31,3.7,114.7,3,26,3.7,0.4,2,3,1.0
51,3.9,198.9,3,30,5.5,0.5,4,3,1.5
95,3.2,304.0,8,33,18.8,1.2,4,1,3.0
74,3.1,229.4,5,44,11.3,0.8,2,3,2.5
63,3.7,233.1,5,27,9.5,0.9,2,1,2.0
95,3.3,313.5,7,28,16.9,1.0,2,3,3.0
70,4.1,287.0,4,32,11.0,0.6,2,1,2.5
48,3.9,187.2,4,39,7.0,0.7,1,3,2.0
44,3.4,149.6,3,32,6.4,0.6,2,2,1.5
41,4.2,172.2,4,41,8.0,0.6,3,2,1.5
65,3.3,214.5,4,38,6.7,0.6,4,1,2.0
23,3.4,78.2,2,38,2.9,0.3,3,2,1.0
34,3.7,125.8,3,37,5.6,0.3,1,3,1.5
61,3.5,213.5,4,36,6.2,0.7,1,2,2.0
33,3.3,108.9,4,31,5.5,0.6,2,3,1.5
82,3.4,278.8,8,33,12.3,1.4,2,2,3.0
91,4.0,364.0,6,43,14.2,0.7,1,3,3.5
26,3.1,80.6,2,26,4.3,0.3,1,2,1.0
87,3.2,278.4,7,42,12.6,1.2,2,2,3.0
93,3.1,288.3,7,34,12.3,1.0,1,3,3.0
99,3.5,346.5,8,34,17.4,0.8,3,1,3.0
93,3.0,279.0,7,39,16.0,0.9,3,2,3.0
19,3.0,57.0,2,43,2.4,0.3,2,3,1.0
83,4.0,332.0,10,36,13.3,1.8,5,3,3.0
39,3.8,148.2,3,31,6.8,0.4,4,3,1.5
45,3.1,139.5,3,25,7.2,0.6,3,2,1.5
60,3.3,198.0,5,26,7.5,1.0,3,2,2.0
48,4.1,196.8,6,42,6.2,0.6,2,2,2.0
55,4.0,220.0,3,28,5.7,0.5,5,2,1.5
92,3.7,340.4,8,25,11.1,0.8,2,2,3.0
82,3.2,262.4,5,44,10.8,0.8,3,1,2.5
52,3.3,171.6,4,28,9.3,0.8,1,1,1.5
60,3.7,222.0,4,26,8.3,0.7,1,3,2.0
83,3.6,298.8,8,43,16.3,1.1,2,3,3.0
41,3.6,147.6,2,36,8.1,0.4,4,1,1.5
57,3.4,193.8,6,40,8.2,1.1,4,2,2.0
92,2.9,266.8,9,42,14.3,0.9,3,2,3.0
85,3.0,255.0,8,34,10.3,1.4,4,3,2.5
59,4.0,236.0,7,30,9.1,0.8,1,3,2.5
32,4.0,128.0,3,45,3.9,0.4,4,2,1.5
46,4.1,188.6,5,28,8.0,0.7,1,2,2.0
16,3.5,56.0,2,36,2.5,0.2,5,3,1.0
55,4.1,225.5,6,32,9.9,1.0,2,2,2.0
34,4.0,136.0,2,34,6.7,0.2,3,2,1.0
72,3.3,237.6,5,31,8.4,0.6,1,3,2.5
52,3.1,161.2,5,42,7.6,0.8,4,1,1.5
15,3.8,57.0,2,27,1.5,0.3,1,1,1.0
83,3.8,315.4,5,40,8.8,0.8,1,2,3.0
68,4.0,272.0,4,38,13.3,0.5,5,2,2.5
28,2.9,81.2,2,36,3.3,0.3,3,3,1.0
39,3.3,128.7,3,38,5.8,0.3,4,2,1.5
23,2.8,64.4,1,43,3.9,0.2,1,2,1.0
97,3.1,300.7,6,39,12.1,1.1,2,1,3.0
75,3.4,255.0,9,33,9.3,1.1,2,1,2.5
66,3.0,198.0,4,32,11.5,0.5,4,2,2.0
22,4.0,88.0,1,33,2.3,0.2,4,1,1.0
30,3.1,93.0,2,43,5.1,0.3,5,3,1.0
22,3.4,74.8,1,25,3.3,0.1,1,3,1.0
37,3.9,144.3,3,40,6.7,0.4,2,3,1.5
87,3.0,261.0,7,37,17.0,0.9,5,3,2.5
48,3.7,177.6,4,33,7.8,0.5,2,1,1.5
32,4.1,131.2,4,31,4.3,0.8,5,3,1.5
58,3.4,197.2,5,31,10.4,0.8,2,2,2.0
29,3.1,89.9,2,36,3.2,0.2,2,2,1.0
29,4.1,118.9,2,34,3.5,0.4,2,3,1.0
37,2.9,107.3,3,29,5.6,0.5,4,3,1.0
79,3.2,252.8,4,28,10.5,0.7,1,1,2.5
100,3.9,390.0,6,29,17.5,0.8,4,1,3.0
85,3.0,255.0,5,39,12.7,0.5,1,1,2.5
46,2.9,133.4,4,30,8.5,0.6,2,1,1.5
46,3.4,156.4,5,34,7.2,0.8,1,3,2.0
47,3.3,155.1,5,30,7.5,0.6,3,2,1.5
57,3.9,222.3,5,31,7.8,0.7,5,1,2.0
27,3.3,89.1,2,42,3.7,0.4,4,3,1.0
23,3.7,85.1,2,26,2.4,0.4,2,3,1.0
76,3.6,273.6,7,29,11.8,1.2,1,2,2.5
71,3.6,255.6,4,37,10.0,0.6,1,3,2.5
62,3.5,217.0,6,32,6.4,1.0,2,3,2.0
57,3.0,171.0,6,44,8.4,0.9,2,1,2.0
81,2.9,234.9,5,36,11.4,0.9,4,2,2.5
95,3.6,342.0,8,29,19.0,1.3,5,3,3.0
46,3.7,170.2,5,44,8.5,0.6,2,1,2.0
87,3.8,330.6,9,35,15.9,1.4,5,2,3.0
74,3.8,281.2,6,40,12.5,1.0,2,3,3.0
15,3.8,57.0,1,42,2.7,0.1,4,3,1.0
71,2.8,198.8,6,34,8.7,1.0,4,2,2.0
98,3.1,303.8,6,29,16.5,0.7,3,1,3.0
83,3.8,315.4,5,26,16.2,0.9,5,1,2.5
99,3.0,297.0,7,38,14.4,1.0,1,3,3.0
83,3.1,257.3,6,42,15.2,1.2,1,1,3.0
82,3.7,303.4,7,25,12.0,1.0,2,1,2.5
75,3.9,292.5,5,43,8.4,0.6,3,2,2.5
22,3.0,66.0,1,30,2.3,0.2,2,2,1.0
21,3.6,75.6,2,35,3.7,0.4,3,3,1.0
51,3.1,158.1,3,33,7.2,0.6,4,3,1.5
56,3.1,173.6,3,31,9.1,0.4,4,3,1.5
46,3.5,161.0,4,29,6.9,0.6,1,3,1.5
31,3.7,114.7,4,44,5.7,0.8,4,2,1.5
42,3.6,151.2,3,29,6.3,0.4,3,3,1.5
84,2.9,243.6,9,45,13.5,1.0,5,3,3.0
62,3.2,198.4,7,34,7.7,0.8,2,1,2.0
68,4.1,278.8,6,32,8.0,1.0,4,2,2.5
56,3.7,207.2,3,26,7.0,0.4,5,2,1.5
50,3.7,185.0,5,36,5.8,1.0,3,1,2.0
80,3.1,248.0,5,33,12.5,0.8,1,1,2.5
45,4.1,184.5,5,42,6.8,0.9,3,1,2.0
79,3.1,244.9,10,25,12.6,1.4,5,3,2.5
17,3.2,54.4,2,45,2.4,0.3,1,2,1.0
27,3.5,94.5,2,25,2.9,0.3,2,2,1.0
45,3.5,157.5,3,28,4.7,0.5,1,3,1.5
43,2.8,120.4,3,41,7.6,0.3,4,2,1.5
71,3.8,269.8,5,36,13.0,0.6,2,2,2.5
47,2.9,136.3,3,42,8.6,0.4,1,2,1.5
67,2.9,194.3,4,36,8.6,0.5,2,1,2.0
24,3.5,84.0,2,44,3.1,0.3,3,2,1.0
77,2.9,223.3,6,33,11.9,1.1,3,3,2.5
87,3.1,269.7,5,39,15.0,0.7,3,2,2.5
79,3.3,260.7,5,32,9.8,0.8,3,1,2.5
16,3.6,57.6,2,36,2.7,0.3,5,3,1.0
16,3.9,62.4,2,38,2.5,0.2,2,3,1.0
83,3.2,265.6,5,29,9.6,0.6,4,1,2.5
88,3.5,308.0,8,37,10.6,1.1,1,1,3.0
51,4.1,209.1,5,44,6.7,1.0,5,2,2.0
16,3.3,52.8,1,42,3.1,0.2,1,2,1.0
75,3.8,285.0,6,45,14.1,0.8,2,1,2.5
54,3.2,172.8,4,39,6.6,0.7,2,1,2.0
77,3.7,284.9,6,33,14.1,0.9,1,2,2.5
39,3.9,152.1,3,32,5.5,0.5,1,3,1.5
52,4.1,213.2,4,28,6.9,0.5,4,2,1.5
51,4.1,209.1,3,37,6.4,0.4,2,2,2.0
96,3.2,307.2,8,34,16.5,1.4,4,2,3.0
41,3.1,127.1,4,25,6.0,0.4,4,1,1.0
98,3.9,382.2,11,25,19.4,1.9,1,2,3.5
64,3.7,236.8,5,30,10.0,0.8,3,3,2.0
48,3.4,163.2,3,45,6.7,0.5,3,2,1.5
58,2.9,168.2,5,40,7.8,0.9,2,3,2.0
86,3.2,275.2,5,25,14.0,0.7,1,2,2.5
18,3.0,54.0,2,32,2.1,0.3,3,1,1.0
66,3.5,231.0,5,35,10.2,0.5,3,1,2.0
69,4.0,276.0,4,41,12.9,0.4,5,3,2.5
87,3.2,278.4,7,31,15.4,1.3,2,1,3.0
26,3.3,85.8,2,27,3.3,0.3,3,3,1.0
28,3.9,109.2,2,41,4.6,0.2,3,3,1.0
49,3.4,166.6,3,32,7.5,0.6,5,3,1.5
20,3.7,74.0,1,31,2.3,0.2,4,3,1.0
61,3.1,189.1,3,25,6.6,0.6,5,2,1.5
37,3.2,118.4,2,39,5.0,0.3,3,2,1.5
82,3.7,303.4,6,33,11.1,0.8,3,1,2.5
79,3.0,237.0,9,40,14.3,1.0,2,3,3.0
73,3.0,219.0,7,43,12.3,1.3,4,1,2.5
23,3.2,73.6,1,41,3.4,0.1,2,1,1.0
72,3.1,223.2,6,40,8.6,0.9,1,1,2.5
62,4.2,260.4,4,45,10.0,0.7,4,1,2.5
77,3.2,246.4,9,26,12.5,1.3,4,2,2.5
23,4.1,94.3,1,32,3.0,0.2,1,2,1.0
58,4.0,232.0,5,45,11.3,0.6,3,3,2.5
60,3.3,198.0,4,33,11.3,0.6,3,2,2.0
29,3.6,104.4,2,37,5.5,0.2,3,2,1.0
67,3.3,221.1,5,35,8.0,0.6,4,3,2.0
62,3.8,235.6,4,31,9.0,0.6,2,1,2.0
86,3.3,283.8,8,45,15.4,1.0,4,3,3.0
56,3.5,196.0,7,27,7.1,0.8,3,2,2.0
31,3.8,117.8,3,37,3.3,0.4,5,2,1.0
49,3.4,166.6,4,28,7.9,0.7,5,2,1.5
45,3.8,171.0,5,44,5.9,1.0,2,2,2.0
18,3.3,59.4,1,42,2.3,0.2,4,3,1.0
62,3.4,210.8,4,27,8.7,0.8,5,3,2.0
28,3.2,89.6,3,29,4.3,0.5,1,3,1.0
39,4.2,163.8,5,31,7.4,0.7,4,3,1.5
60,3.5,210.0,7,41,8.0,1.2,1,1,2.5
62,3.1,192.2,7,34,10.2,0.8,5,2,2.0
54,3.6,194.4,3,26,6.0,0.4,5,2,1.5
64,3.5,224.0,7,45,12.7,1.0,5,1,2.5
21,3.9,81.9,2,34,3.5,0.3,3,2,1.0
74,4.1,303.4,4,25,12.9,0.4,3,3,2.5
49,3.0,147.0,6,34,7.5,0.8,1,2,2.0
77,4.2,323.4,5,44,7.8,0.6,5,2,2.5
34,3.0,102.0,3,29,6.5,0.5,4,2,1.0
30,3.2,96.0,2,44,4.6,0.3,5,2,1.0
36,3.9,140.4,4,26,4.1,0.5,2,1,1.0
50,3.0,150.0,4,39,8.6,0.7,1,3,2.0
33,3.9,128.7,2,32,6.2,0.3,5,2,1.0
16,3.7,59.2,1,42,2.9,0.1,1,3,1.0
82,3.9,319.8,8,37,12.4,1.1,2,2,3.0
21,3.6,75.6,1,25,2.5,0.2,5,3,1.0
61,4.2,256.2,4,41,9.7,0.5,1,2,2.5
63,3.6,226.8,6,32,12.6,1.1,5,1,2.0
92,3.4,312.8,5,41,9.3,0.9,1,1,3.0
57,4.2,239.4,3,36,5.7,0.5,1,1,2.0
46,2.9,133.4,3,41,7.6,0.5,2,3,1.5
31,3.5,108.5,2,30,5.5,0.3,1,3,1.0
28,3.7,103.6,3,28,4.2,0.6,5,3,1.0
95,3.3,313.5,8,35,16.0,0.9,1,2,3.0
46,2.9,133.4,4,37,5.4,0.8,4,2,1.5
74,3.4,251.6,9,38,9.1,1.1,2,3,2.5
74,3.9,288.6,5,43,10.3,0.5,5,1,2.5
66,3.6,237.6,8,26,7.6,1.3,1,2,2.5
80,3.9,312.0,6,29,14.9,1.1,2,2,3.0
18,3.8,68.4,1,44,2.6,0.1,1,2,1.0
77,3.2,246.4,6,32,8.1,1.0,4,1,2.5
47,3.2,150.4,4,32,9.2,0.4,2,3,1.5
15,3.9,58.5,1,27,2.2,0.1,1,2,1.0
78,3.0,234.0,9,31,11.4,1.8,3,3,2.5
51,3.6,183.6,5,44,9.0,0.8,2,1,2.0
92,4.1,377.2,7,33,15.9,0.7,3,2,3.0
84,3.5,294.0,8,37,16.5,1.3,2,1,3.0
21,3.9,81.9,1,34,3.4,0.2,2,1,1.0
38,3.2,121.6,3,26,6.6,0.3,3,1,1.0
82,2.9,237.8,7,34,15.4,0.8,1,3,2.5
69,3.3,227.7,6,28,11.9,0.6,2,3,2.5
17,3.6,61.2,1,44,2.4,0.1,1,1,1.0
37,3.7,136.9,3,38,6.7,0.4,2,3,1.5
50,3.6,180.0,4,38,7.2,0.5,2,3,2.0
71,3.4,241.4,4,30,14.2,0.7,2,1,2.0
62,4.2,260.4,5,35,8.0,0.9,5,1,2.0
27,3.8,102.6,3,36,2.8,0.5,3,3,1.0
75,4.1,307.5,6,25,8.7,0.8,3,3,2.5
100,3.0,300.0,11,34,19.8,1.2,2,3,3.5
38,4.2,159.6,2,29,5.8,0.3,5,3,1.5
57,3.8,216.6,3,28,7.9,0.3,5,3,2.0
47,4.2,197.4,3,36,8.8,0.6,3,3,2.0
92,3.6,331.2,5,29,11.3,0.6,3,1,2.5
38,3.0,114.0,2,44,4.0,0.2,1,1,1.5
36,3.3,118.8,2,31,4.6,0.2,3,2,1.0
66,2.9,191.4,8,27,6.8,1.4,4,3,2.0
20,3.0,60.0,1,41,2.1,0.1,4,1,1.0
33,4.2,138.6,3,43,5.7,0.4,5,1,1.5
90,4.1,369.0,9,29,11.3,1.2,4,1,3.0
43,4.1,176.3,3,26,5.5,0.3,2,3,1.5
78,2.8,218.4,5,38,13.0,0.8,5,1,2.0
28,3.4,95.2,2,35,4.0,0.2,5,3,1.0
95,3.9,370.5,6,26,11.2,0.7,3,1,3.0
44,3.1,136.4,4,30,5.1,0.6,2,2,1.5
85,3.4,289.0,7,40,9.0,1.0,3,2,3.0
35,3.1,108.5,4,31,3.5,0.7,5,3,1.0
79,3.8,300.2,5,25,12.6,0.7,1,2,2.5
18,3.8,68.4,2,41,3.5,0.2,5,1,1.0
60,3.2,192.0,6,41,11.6,1.0,2,1,2.0
22,3.5,77.0,3,39,2.4,0.6,1,2,1.0
32,3.4,108.8,2,27,5.1,0.2,5,1,1.0
74,3.9,288.6,7,44,13.9,1.0,1,2,3.0
59,3.7,218.3,6,40,9.9,0.8,3,2,2.0
86,2.9,249.4,8,28,12.5,1.4,4,3,2.5
45,3.0,135.0,3,25,4.9,0.4,4,3,1.5
42,4.0,168.0,2,45,6.0,0.3,1,1,1.5
78,4.2,327.6,5,28,11.0,0.9,5,2,2.5
51,3.7,188.7,6,34,8.3,1.0,3,1,2.0
81,3.3,267.3,7,28,11.6,1.3,1,3,3.0
93,3.1,288.3,8,33,10.0,1.3,5,1,2.5
82,3.8,311.6,10,39,15.3,1.6,3,3,3.0
49,3.7,181.3,3,41,9.2,0.3,5,1,1.5
50,4.1,205.0,4,45,8.2,0.5,3,2,2.0
71,4.1,291.1,5,37,12.8,1.0,3,2,2.5
84,3.2,268.8,9,44,16.6,1.1,2,3,3.0
18,3.9,70.2,2,34,2.3,0.3,3,2,1.0
63,3.2,201.6,4,31,10.9,0.4,2,2,2.0
53,3.9,206.7,7,36,5.4,1.2,5,1,2.0
32,3.0,96.0,3,27,4.8,0.4,2,1,1.0
74,3.3,244.2,9,29,8.5,0.9,3,3,2.5
100,2.9,290.0,8,35,16.8,1.3,5,2,3.0
24,3.2,76.8,2,39,3.5,0.4,5,3,1.0
37,3.2,118.4,3,25,5.1,0.6,1,2,1.0
82,3.7,303.4,5,42,13.8,0.8,4,3,3.0
73,3.8,277.4,7,39,14.1,0.7,4,2,2.5
97,3.6,349.2,8,28,11.9,1.2,3,3,3.0
21,3.9,81.9,2,25,4.2,0.3,2,3,1.0
27,3.4,91.8,2,39,4.1,0.3,1,1,1.0
17,3.7,62.9,1,31,3.2,0.1,2,3,1.0
54,3.3,178.2,4,45,9.5,0.4,1,2,2.0
25,3.5,87.5,2,28,3.1,0.2,4,3,1.0
94,3.0,282.0,8,35,17.6,1.4,2,1,3.0
98,3.7,362.6,10,38,17.0,1.5,5,1,3.5
65,3.1,201.5,8,28,7.2,1.3,5,3,2.0
37,3.4,125.8,3,29,6.8,0.3,3,3,1.5
46,3.7,170.2,5,25,5.4,0.9,4,2,1.5
55,3.4,187.0,4,39,8.4,0.7,1,3,2.0
56,3.1,173.6,7,26,8.9,0.8,1,1,2.0
52,3.7,192.4,3,40,8.4,0.4,3,3,2.0
81,4.0,324.0,9,29,12.9,1.3,4,2,3.0
86,3.5,301.0,5,33,15.8,0.6,5,2,2.5
92,3.6,331.2,7,34,12.1,1.2,5,1,3.0
86,3.3,283.8,8,29,9.6,0.9,5,3,2.5
89,3.6,320.4,9,25,17.0,1.8,1,3,3.5
56,3.5,196.0,4,36,8.6,0.4,5,3,2.0
57,3.8,216.6,4,25,9.6,0.5,5,3,2.0
47,3.1,145.7,6,34,8.7,1.1,3,2,2.0
93,3.5,325.5,5,40,15.1,1.0,2,1,3.0
51,3.2,163.2,4,39,7.0,0.4,3,3,2.0
92,2.9,266.8,6,44,11.6,1.1,2,1,3.0
71,3.3,234.3,6,45,8.3,0.7,3,1,2.5
78,4.1,319.8,6,34,14.8,0.9,4,2,3.0
78,3.4,265.2,9,37,14.6,1.7,3,1,3.0
74,3.6,266.4,6,36,12.0,0.7,2,1,2.5
66,3.8,250.8,6,44,7.8,0.9,2,1,2.5
86,4.2,361.2,5,38,16.4,0.9,2,2,3.0
82,3.4,278.8,8,35,9.2,1.5,4,1,2.5
96,3.5,336.0,5,40,11.2,0.6,4,2,3.0
41,4.2,172.2,3,31,5.9,0.5,5,3,1.5
73,3.4,248.2,5,44,11.4,0.5,3,3,2.5
33,3.9,128.7,3,28,5.9,0.5,1,1,1.0
17,3.4,57.8,1,37,3.0,0.2,3,2,1.0
87,3.1,269.7,5,45,9.6,0.5,3,2,2.5
53,4.1,217.3,3,43,6.3,0.5,3,2,2.0
80,3.8,304.0,10,26,13.4,1.6,4,1,3.0
87,4.0,348.0,7,34,10.3,1.3,4,1,3.0
70,3.0,210.0,5,31,12.9,0.7,2,2,2.0
20,3.8,76.0,1,33,3.3,0.2,2,2,1.0
42,3.7,155.4,3,42,6.0,0.6,4,1,1.5
62,3.5,217.0,4,43,9.3,0.7,1,2,2.5
62,3.0,186.0,5,29,6.9,0.8,3,1,2.0
81,3.4,275.4,10,25,15.5,1.1,2,1,2.5
68,3.7,251.6,4,41,8.6,0.5,1,3,2.5
30,3.7,111.0,3,44,3.0,0.4,3,3,1.5
49,3.0,147.0,3,44,5.8,0.4,4,1,1.5
89,3.4,302.6,7,44,15.9,0.7,2,2,3.0
44,3.4,149.6,3,40,4.9,0.5,5,2,1.5
62,3.9,241.8,6,35,11.3,0.7,4,2,2.0
83,2.9,240.7,10,27,13.1,1.0,3,3,2.5
22,3.9,85.8,1,39,4.2,0.2,2,3,1.0
65,3.9,253.5,7,35,7.0,0.8,4,1,2.0
24,3.8,91.2,2,25,4.6,0.2,3,3,1.0
42,4.1,172.2,5,27,5.9,0.5,1,3,1.5
50,3.5,175.0,4,37,9.1,0.8,3,2,2.0
74,2.9,214.6,6,26,10.3,1.0,1,3,2.5
24,3.3,79.2,2,38,2.6,0.3,2,3,1.0
28,3.7,103.6,2,26,5.3,0.3,3,2,1.0
77,3.3,254.1,5,26,7.8,0.8,1,1,2.5
61,3.7,225.7,4,39,8.8,0.5,1,1,2.0
83,2.9,240.7,6,43,11.4,0.9,2,2,2.5
70,2.9,203.0,5,41,9.5,0.5,5,1,2.0
20,2.8,56.0,1,30,2.9,0.2,3,2,1.0
33,4.2,138.6,3,42,3.5,0.3,3,2,1.5
66,3.2,211.2,6,31,11.3,1.0,4,1,2.0
76,3.9,296.4,6,32,8.6,1.2,4,2,2.5
63,4.0,252.0,5,33,8.1,1.0,5,3,2.0
92,3.0,276.0,7,37,18.0,0.9,4,2,3.0
25,3.1,77.5,2,30,4.6,0.4,2,3,1.0
60,3.3,198.0,5,32,9.0,0.6,1,2,2.0
83,3.5,290.5,8,31,11.6,1.0,4,2,2.5
59,3.5,206.5,5,34,11.3,0.7,2,2,2.0
72,3.3,237.6,4,32,13.7,0.6,5,1,2.0
46,3.6,165.6,4,39,7.6,0.6,1,2,2.0
24,3.8,91.2,2,36,3.2,0.3,2,1,1.0
27,3.8,102.6,3,40,4.8,0.4,5,2,1.0
27,2.8,75.6,2,30,4.3,0.3,2,2,1.0
50,3.6,180.0,3,27,5.6,0.4,2,2,1.5
100,3.8,380.0,8,35,11.3,0.9,3,1,3.0
87,3.1,269.7,6,28,11.0,1.0,1,3,2.5
33,3.6,118.8,3,39,5.2,0.5,2,1,1.5
21,3.0,63.0,2,29,2.2,0.3,4,2,1.0
29,3.7,107.3,2,40,5.4,0.2,5,2,1.0
95,3.7,351.5,7,30,11.3,0.9,5,1,3.0
60,3.1,186.0,4,32,10.7,0.7,2,1,2.0
92,4.0,368.0,5,45,17.0,0.5,2,3,3.5
62,3.9,241.8,4,43,8.4,0.6,1,2,2.5
80,3.8,304.0,6,34,10.7,0.8,2,1,2.5
92,3.4,312.8,10,36,10.5,1.2,5,1,3.0
18,3.1,55.8,2,36,2.9,0.3,5,3,1.0
17,3.9,66.3,2,26,2.2,0.4,2,1,1.0
17,3.1,52.7,2,28,2.8,0.3,5,3,1.0
89,3.5,311.5,9,27,12.1,1.3,2,2,3.0
83,3.3,273.9,5,34,8.8,0.6,2,1,2.5
42,3.1,130.2,2,32,6.2,0.2,3,3,1.5
37,3.7,136.9,2,40,4.8,0.3,2,1,1.5
44,4.2,184.8,5,37,8.2,0.6,1,3,2.0
76,3.5,266.0,8,28,9.6,1.1,5,2,2.5
65,3.5,227.5,6,37,13.0,0.7,2,3,2.5
55,3.3,181.5,3,44,10.9,0.4,5,2,2.0
100,3.1,310.0,10,26,10.6,1.3,3,3,3.0
78,3.2,249.6,5,35,11.9,0.8,5,3,2.5
57,4.0,228.0,6,38,9.0,0.7,2,3,2.5
90,4.1,369.0,6,29,14.3,1.2,3,2,3.0
72,4.0,288.0,5,45,12.2,0.9,4,1,2.5
73,2.8,204.4,5,31,9.1,0.8,3,3,2.0
54,3.7,199.8,4,43,8.4,0.5,1,3,2.0
60,3.6,216.0,3,26,6.3,0.5,5,2,1.5
76,3.9,296.4,7,25,14.7,1.1,1,1,2.5
63,3.9,245.7,5,44,11.4,0.8,1,2,2.5
93,3.4,316.2,7,26,13.6,1.3,3,2,3.0
37,3.2,118.4,4,32,5.5,0.7,3,2,1.5
58,2.9,168.2,6,37,9.2,1.2,1,3,2.0
58,3.7,214.6,4,28,6.8,0.7,4,2,2.0
33,3.2,105.6,3,30,5.2,0.4,1,2,1.0
58,4.2,243.6,3,27,6.8,0.5,3,1,2.0
25,2.9,72.5,2,43,2.9,0.3,1,2,1.0
74,4.2,310.8,6,43,11.8,0.9,5,3,3.0
52,3.5,182.0,6,34,7.0,0.8,3,3,2.0
17,3.6,61.2,2,33,2.7,0.4,1,2,1.0
30,3.6,108.0,2,33,5.7,0.2,3,1,1.0
23,3.9,89.7,2,40,2.4,0.4,2,1,1.0
55,2.9,159.5,4,38,9.6,0.5,2,2,2.0
52,4.0,208.0,5,29,8.1,0.5,5,3,2.0
83,3.9,323.7,10,28,16.1,1.2,3,1,3.0
79,4.0,316.0,8,37,10.8,0.9,2,1,3.0
49,3.5,171.5,3,35,8.3,0.5,4,1,1.5
49,3.8,186.2,3,31,8.4,0.5,3,1,1.5
90,3.4,306.0,8,43,10.2,0.9,2,2,3.0
99,3.0,297.0,8,27,16.8,1.4,2,2,3.0
62,3.2,198.4,3,35,8.4,0.5,3,2,2.0
22,3.2,70.4,1,41,4.2,0.1,3,3,1.0
41,3.0,123.0,3,27,8.1,0.4,1,2,1.5
23,3.1,71.3,2,33,3.9,0.2,3,2,1.0
44,3.5,154.0,3,33,8.4,0.4,5,1,1.5
28,3.4,95.2,2,26,3.2,0.4,3,3,1.0
37,3.3,122.1,2,40,6.7,0.4,5,2,1.5
43,4.1,176.3,3,34,5.5,0.5,2,1,1.5
40,3.9,156.0,4,26,4.7,0.6,4,2,1.5
100,2.8,280.0,6,33,18.1,0.8,1,1,3.0
29,3.6,104.4,2,35,3.1,0.2,3,1,1.0
87,3.8,330.6,9,45,13.5,1.7,4,3,3.5
95,2.9,275.5,6,36,17.0,0.9,5,1,2.5
87,3.0,261.0,6,44,13.5,0.9,1,2,3.0
81,3.2,259.2,6,34,8.5,0.9,3,3,2.5
30,3.7,111.0,2,28,3.9,0.2,5,1,1.0
27,4.1,110.7,2,37,4.9,0.4,3,3,1.0
95,3.5,332.5,5,34,10.6,0.5,5,3,3.0
38,4.2,159.6,2,34,4.9,0.3,1,1,1.5
76,4.1,311.6,5,27,12.9,0.6,3,2,2.5
71,3.7,262.7,5,40,13.3,0.9,1,2,2.5
50,3.4,170.0,3,39,6.9,0.5,5,1,1.5
74,3.8,281.2,5,33,8.9,0.8,4,3,2.5
100,3.9,390.0,10,34,19.5,2.0,4,1,3.5
87,4.1,356.7,7,41,12.1,0.8,1,1,3.0
